,Category,Skills,Degree,Institution
1913,ACCOUNTANT,"[' Accounting', ' Accounting Sytem', ' account payable', ' accrual', ' Articulate', ' ATM', ' banking', ' budget', ' Buine Intelligence', ' calculator', ' cah flow', ' cahier', ' cloing', ' Credit', ' documentation', ' equipment maintenance', ' filing', ' Finance', ' Financial', ' financial report', ' financial tatement', ' preparation of financial tatement', ' fixed aet', ' fund', ' general ledger', ' general ledger account', ' ledger', ' mailing', ' Acce', ' Excel', ' Microoft Office', ' office', ' PowerPoint', ' Microoft Word', ' Work', ' network', ' PeopleSoft', ' policie', ' procee', ' coding', ' receiving', ' reconciling', ' Maintain file', ' reporting', ' reearch', ' ale', ' canning', ' cheduling', ' phone', ' year-end']",[' Bachelor of Science Degree'],[' Univerity of Maryland']
1914,ACCOUNTANT,"[' account reconciliation', ' ACCOUNTING', ' accounting ytem', ' accrual', ' adminitrative upport', ' aet management', ' ATTENTION TO DETAIL', ' balance heet', ' billing', ' budget', ' buine trategie', ' ORAL', ' CONCISE', ' content', ' contract', ' cutomer ervice', ' deign and contruction', ' documentation', ' email', ' SENIOR MANAGEMENT', ' finance', ' FINANCIAL', ' financial accounting', ' financial analye', ' financial control', ' financial management', ' financial report', ' financial tatement', ' fixed aet', ' form', ' general ledger', ' Lawon', ' letter', ' Lotu Note', ' Meditech', ' Excel preadheet', ' Excel', ' office', ' PowerPoint', ' MS Word', ' organizational', ' payroll', ' peronnel', ' copier', ' policie', ' PRESENTATIONS', ' pricing', ' problem reolution', ' procee', ' procurement', ' progre', ' QuickBook', ' reearching', ' preadheet', ' preadheet', ' tax', ' WRITTEN COMMUNICATION', ' Xerox copier']","[' MASTER OF BUSINESS ADMINISTRATION', ' BACHELOR OF SCIENCE']","[' Strayer Univerity', ' Southern Univerity at New Orlean']"
1915,ACCOUNTANT,"[' Accounting', ' account payable', ' accrual', ' AP', ' AR', ' balance heet', ' banking', ' Bond', ' budget', ' cah flow', ' cloing', ' Controller', ' Cutomer Satifaction', ' documentation', ' executive management', ' Finance', ' financial', ' financial report', ' financial tatement preparation', ' fixed aet', ' fund', ' general ledger', ' Great Plain Dynamic', ' internal audit', ' inventory', ' ledger', ' Director', ' Acce', ' Excel', ' PowerPoint', ' Microoft Word', ' order entry', ' Pivot table', ' policie', ' procee', ' QuickBook Pro', ' reporting', ' Sage', ' ale', ' SAP', ' SOX compliance', ' preadheet', ' uperviion', ' tax']","[' Mater of Accounting', ' Bachelor of Buine Adminitration', ' Aociate of Art']","[' Nova Southeatern Univerity', ' Florida Atlantic Univerity', ' Wetern International Univerity          Online']"
1916,ACCOUNTANT,['  Volunteer a an Aitant Treaurer with  An Taclobanon Aociation of So California ATASCa   2015-Preent '],"[' Certified Public Accountant CPA licened in the Philippine', ' Mater', ' Bachelor']","[' Univerity of the Philippine', 'NA', 'NA']"
1917,ACCOUNTANT,"[' dot net', ' Account Payable', ' Account Receivable', ' Adminitrative', ' Balance Sheet', ' Benefit', ' Book Keeping', ' Budget Analyi', ' Budget Development', ' budget planning', ' budgeting', ' Budget', ' Bi', ' Cloing', ' Credit', ' client', ' data entry', ' Equity', ' event planning', ' Special Event', ' Financial', ' Financial Statement', ' general office', ' Inurance', ' Director', ' Excel', ' Microoft Office', ' Office', ' Outlook', ' Power Point', ' Publiher', ' Word', ' payable', ' Payroll', ' Proce Payroll', ' Peronnel', ' QuickBook', ' Recording', ' reporting', ' Sale', ' Tax', ' tax return', ' year end']","[' ASS', ' Individual Studie Certificate']","[' Fulton-Montgomery Community College', 'NA']"
1918,ACCOUNTANT,"[' ACCA II', ' Accounting', ' Accountant', ' accounting ytem', ' adminitrative', ' ad', ' Auditing', ' Reconciling bank tatement', ' banking', ' benefit', ' Budgeting', ' budget', ' Buine conultant', ' Buine Management', ' Cah Flow', ' Cah Management', ' Cahier', ' Cloing', ' communication kill', ' interperonal kill', ' concie', ' Council', ' cutomer ervice', ' deciion-making', ' Dipatching', ' documentation', ' Filling', ' Finance', ' Financial', ' Financial  Management', ' Financial Planning', ' Financial Reporting', ' financial tatement', ' preparing financial tatement', ' fixed aet regiter', ' fund', ' Government', ' grant', ' note', ' Managing', ' Office', ' organizational kill', ' Organizing', ' PAYE', ' proceing payment', ' payroll', ' peronnel', ' policie', ' Receiving', ' Reconciling', ' Reporting', ' Sage', ' Sorting', ' preadheet', ' Sun', ' Superviing', ' Teamwork', ' word proceing', ' written']","[' Zambia Accountacy and Buine Tuition Centre - ACCA II Part           Qualified', ' National Intitute of Public Adminitration NIPA', ' Kamwala Secondary School', ' Chingwele Primary School']","[' Diploma', ' Grade 12 School Certificate', 'NA', 'NA']"
1919,ACCOUNTANT,"['     IT Excel', ' Acce    ERP SAP', ' Hyperion', ' Ebae', ' Cogno   Accounting Software Sage  Banking ytem Abacu', ' Avaloq', ' Temeno   ']","[' Bachelor of Art', ' Certificate']","[' ENS Cachan', ' Chartered Intitution of Management Accountant']"
1920,ACCOUNTANT,"[' accounting', ' AP', ' AR', ' balance heet', ' Benefit', ' billing', ' cah flow', ' Cah Management', ' credit', ' Client', ' Finance', ' financial', ' Director', ' Payroll', ' year-end']","[' Bachelor of Science', ' Bachelor of Science']","[' Upper Iowa Univerity', ' Univerity of Illinoi']"
1921,ACCOUNTANT,['   Peronal detail Full Name Haan Aly Aboulela Marital Statu Single Military Statu Exempted  3Page  '],[' Trained a Accountant in Walid Hamdy Hahem office for Account olution from Jan'],[' Alexandria Univerity']
1922,ACCOUNTANT,"[' account reconciliation', ' Accounting', ' accountant', ' accrual', ' ABC', ' Streamline', ' ADP and Payroll', ' Ad', ' AP', ' AR', ' Balance Sheet', ' billing', ' Biotechnology', ' Bookkeeping', ' bookkeeper', ' Budget Analyi', ' budget', ' Budget', ' cah receipt', ' Cah flow', ' Cloing', ' Controller', ' Certified Public Accountant', ' credit', ' client', ' filing', ' finance', ' financial', ' Financial', ' financial and accounting', ' Financial Modeling', ' Development of financial model', ' financial report', ' financial analyi and reporting', ' Financial Reporting', ' financial tatement', ' Financial Statement Analyi', ' fixed aet', ' fund', ' GL', ' Grant', ' invoicing', ' ledger', ' letter', ' meeting', ' Microoft Dynamic', ' Excel', ' Outlook', ' modeling', ' procee', ' coding', ' propoal', ' QuickBook', ' reporting', ' Reearch', ' Revenue recognition', ' pread heet', ' year-end']","[' Mater of Science', ' Bachelor of Science', ' Certified Public Accountant CandidateExpected Graduation Winter 2017Certified OMB Circ A 133 122 21 and 110']","[' Univerity of Maryland Univerity College', ' Univerity of Maryland', 'NA']"
1923,ACCOUNTANT,"[' Accounting', ' Accounting Software', ' accrual', ' accrual', ' Ad', ' AP', ' AP', ' AR', ' Balance Sheet', ' bank reconciliation', ' Monthly Bank Reconciliation', ' Budgeting', ' Budget', ' Cah Flow', ' cloing', ' converion', ' ERP', ' Filling', ' Finance', ' Financial', ' financial', ' financial audit', ' financial tatement', ' Preparing financial tatement', ' Fixed Aet', ' forecating', ' General Ledger', ' Great Plain', ' inventory', ' Ledger', ' Director', ' Managing', ' Acce', ' Excel', ' Office', ' M-Office', ' Outlook', ' Power Point', ' Word', ' MIS', ' month-end cloing', ' Month end cloing', ' Oracle', ' Payable', ' Payroll', ' Profit', ' Quick Book', ' requirement', ' ale', ' SAP', ' upply inventory', ' tax return', ' Valuation', ' variance analyi', ' year-end']",[' Bachelor'],[' M S Univerity']
1924,ACCOUNTANT,"[' Accounting', ' Accounting Sytem', ' AIA', ' AS400', ' Billing', ' Bluebeam', 'Bond', ' Budget', ' Buine Management', ' Clerical', ' Contruction Management', ' Contract', ' Special Event', ' Filing', ' Imaging', ' Inurance', ' JD Edward', ' Microoft', ' Office', ' Negotiation', ' Payroll', ' Coding', ' Project Management', ' Property Management', ' Propoal', ' \xa0RFI', ' SAP', ' Scheduling', ' Taxe', ' Trade Show', '\xa0']",[' USM - GRAPHIC DESIGN REAL ESTATE and NVCC-ARCHITECTURAL DRAFTING'],['NA']
1925,ACCOUNTANT,[' Fluent in Spanih'],[' Bachelor of Art'],[' City College of New York']
1926,CONSTRUCTION,"[' adminitrative dutie', ' Adobe Photohop', ' AutoCAD', ' Color', ' data entry', ' Digital Illutration', ' Illutrator', ' Inpection', ' Inurance', ' interior deign', ' material', ' Excel', ' PowerPoint', ' Microoft Word', ' organizing', ' payroll', ' reearching', ' Revit']","[' BFA', ' Bachelor of Interior Architecture', 'NA']","[' Univerity of Oregon', ' Univerity of Oregon', ' Univerity of Wahington']"
1927,CONSTRUCTION,"[' baic', ' Benefit', ' Billing', ' client', ' excellent cutomer ervice', ' cutomer ervice', ' Forklift', ' hammer', ' HVAC', ' Inpect', ' inventory', ' Team lead', ' Multi-taking', ' Pallet Jack', ' camera', ' power tool', ' reading', ' Read', ' Safety', ' chematic', ' hipping', ' Soldering', ' tape meaure', ' anwer phone', ' phone', ' TV']","['NA', ' HOUSTON COMMUNITY COLLEGE']","[' BAKERSFIELD COLLEGE', 'NA']"
1928,CONSTRUCTION,"[' c', ' inventory', ' window', ' window', ' painting', ' Paint', ' Plumbing', ' repair', ' roofing']","[' GED', ' EPA Certified Univeral']","[' Central Florida College', 'NA']"
1929,CONSTRUCTION,['  Strong Communication Skill  Cutomer relationCutomer ervice  Driving hand truckPallet jack  HiringRecruiting  InventoryInventory control  Inventory Management  ManagingSuperviing  Supply Chain ManagementTime management  MerchandiingOrganizingPackaging  PreentingPromotional material  ReportingSafetyScanningSpreadheet '],"['NA', ' High School Diploma']","[' Anthem Intitute', ' Pennauken High School']"
1930,CONSTRUCTION,"['  framing', ' frame', ' machinery', ' office', ' Window', ' Microoft', ' Mac', ' Apple', ' work', ' networking', ' paint', ' problem-olving kill', ' read', ' cheduling', ' typing', ' computer', ' formatting', ' leaderhip', ' teaching', ' learning', ' time-management', ' client negotiation ']",[' Highline Community College'],[' AA']
1931,CONSTRUCTION,"[' Aembly', ' Paint Shop']",[' Steton Univerity'],[' Bachelor of Science']
1932,CONSTRUCTION,"['  While I have not yet had a chance to prove my kill on the job', ' ome of the accomplihment I made while puring my degree include   Developed a fully functional databae driven e-commerce webite with PHPMySQL   Developed  webite that utilized JavaScript', ' Flah', ' ASPNET', ' and Java Applet for interactivity and animation  Developed an e-commerce ite uing a popular e-commerce platform  Created buine application in VBNET', ' C', ' Java', ' and ActionScript   Created a Black Jack game uing Flah and ActionScript   ']",[' Bachelor of Science'],[' Kaplan Univerity']
1933,CONSTRUCTION,"[' accrual', ' Adobe uite', ' Adobe Photohop', ' Auto-Cad', ' budget', ' content', ' contract negotiation', ' contract', ' copying', ' CPR Certified', ' client', ' fax', ' faxing', ' financial planning', ' forecating', ' forklift', ' human reource', ' inventory management', ' inventory', ' Invoice preparation', ' Krono', ' Layout', ' LAW', ' legal', ' Director', ' mail orting', ' managing', ' material management', ' mathematic', ' Max', ' Microoft Certified', ' Excel', ' Office', ' Microoft Office XP', ' Outlook', ' Window 7', ' 2000', ' Networking', ' payroll', ' People-oft', ' power tool', ' printer', ' procurement', ' Programming', ' Project management', ' quality', ' quick', ' reading', ' reporting', ' afety', ' upply inventory', ' top']",[' High School Diploma'],[' Buine Management LA Valley College San Fernando High School']
1934,CONSTRUCTION,['  Microoft Word  Microoft Excel  Group Leader  Able to read BluePrint '],[' Diploma'],[' North Rockland High School']
1935,CONSTRUCTION,"[' BAL', ' budget', ' budget', ' C', ' COBAL', ' Computer Programming', ' negotiating contract', ' delivery', ' etimating', ' FDR', ' hiring', ' JCL', ' Mainframe', ' marketing', ' office', ' Microoft Project', ' Network', ' new contruction', ' developer', ' peronnel', ' peronnel training', ' pre', ' programming', ' progre', ' Real Etate', ' relationhip building', ' retail', ' afety', ' ale', ' cheduling', ' Trend', ' unique', ' Window 2000  Server']","[' OSHA Certified 10 HourICC Reidential Cla C Certification IRC', ' ITT Technical Intitute School of Drafting and Deign']","[' Lead Abatement CertifiedExperienced uer of cheduling oftware Microoft Project and Builder Trend', ' Certificate of Completion Advanced Network Technologie Omaha Nebraka']"
1936,CONSTRUCTION,['  Contruction Management  Multitaking  Project tracking and record keeping   Network Deign and Drafting  MS Office  Optimization  Permitting  Quality Control  Reporting  Scheduling  Superviion  Troublehooting  '],"[' High School Diploma', 'NA']","[' Exeter High School', ' Pennylvania State Univerity']"
1937,CONSTRUCTION,['   Protective gear  Scaffold Erection  Meaurement and Calculation Accuracy  Power Tool  Debri removal  Team-oriented and dependable  Blueprint and chematic    Lifting 50 pound  Preventive and Reparative Maintenance  Forklift Operation  Commercial Contruction  Safety and compliance  Contruction knowledge  '],"[' High School Diploma', ' Aociate of Science']","[' Central High School ', ' Liberty Univerity']"
1938,CONSTRUCTION,"['       Strong Leaderhip', ' Strong Computer kill', ' Cot control', ' cheduling', ' managing a team', ' procurement', ' etimating', ' cheduling', ' coordinate and manage taff meeting \xa0Very knowledge in the\xa0Pipe line', ' Tank', ' Facilitie', ' Mechanical', ' Civil', ' Intrumentation     I have a trong undertanding of afety requirement     The one thing and mot important I have the ability to undertand how important it i to keep a trong relation hip with the owner and the engineer of the project       Thank you foryour conideration I look forward from hearing from you ']",[' High School Diploma'],[' Jone High']
1939,CONSTRUCTION,[' Painting'],"[' High School Diploma', ' Drexel J Thrah Training Center']","[' Wet Fulton High School', 'NA']"
1940,CONSTRUCTION,"['    Subcontractor uperviion    Contruction material knowledge    Blueprint interpretation    Good communication kill    Strong team player    Good multi-tak    Superviory experience    Work well independently      Commercial ite uperviion    Prolog experience    Contruction Scheduling experienced in P3', ' ure track    Commercial contruction    Project management kill    Power and hand tool    Computer proficient   ']","[' Completed apprenticehip chool obtained Journeyman certification', ' North Monterey High School']","[' H  Diploma', 'NA']"
1941,CONSTRUCTION,"[' AutoCAD', ' billing', ' budget', ' budget', ' InterperonalCommunication', ' Contruction Manager', ' content', ' contract management', ' contract adminitration', ' contract', ' deciion making', ' delivery', ' documentation', ' engineer', ' enior management', ' feature', ' inurance', ' logic', ' managing', ' material', ' meeting', ' Microoft office', ' office', ' Microoft Project', ' Micro tation', ' network analyi', ' next', ' Primavera', ' problem olving', ' material procurement', ' progre', ' project planning', ' propoal', ' purchaing', ' quality aurance', ' QA', ' quality control', ' Report Writing', ' Revit', ' afety', ' cheduling', ' trategic', ' urvey', ' Swift 9', ' technician', ' variance analyi']","[' Mater of Science', ' Bachelor of Technology']","[' The Univerity of Texa', ' Jawaharlal Nehru Technological Univerity']"
